epoch,train_loss,train_acc,test_loss,test_acc
1,3.366324028968811,0.120625,3.0116754531860352,0.2025
2,2.582663927078247,0.28125,2.463794231414795,0.2925
3,2.1403493881225586,0.394375,2.467303743362427,0.3275
4,1.860944311618805,0.45875,1.9071906852722167,0.485
5,1.58999187707901,0.548125,2.1257831954956057,0.3625
6,1.3534719300270082,0.630625,1.7972594165802003,0.46
7,1.146747636795044,0.678125,1.5932849693298339,0.5325
8,0.9196659839153289,0.749375,1.513107967376709,0.565
9,0.8257484674453736,0.778125,1.6324070739746093,0.5625
10,0.739820716381073,0.796875,1.4887171268463135,0.5825
11,0.6441663295030594,0.83375,1.6534752225875855,0.5825
12,0.523162595629692,0.866875,1.645237112045288,0.535
13,0.4331528687477112,0.8975,1.810866322517395,0.5375
14,0.344081751704216,0.921875,1.3837614727020264,0.6275
15,0.29863641917705536,0.93875,1.3078434562683106,0.655
16,0.243626217097044,0.949375,1.4257607221603394,0.6075
17,0.23276819467544554,0.948125,1.431532392501831,0.6075
18,0.20996145337820052,0.955625,1.5281800317764282,0.6
19,0.14999207071959972,0.973125,1.4378284645080566,0.605
20,0.16971795588731767,0.963125,1.4838846588134766,0.58
21,0.11878458268940449,0.984375,1.4521452331542968,0.6325
22,0.1610894227772951,0.958125,1.718301968574524,0.5825
23,0.1301702865958214,0.976875,1.3870690751075745,0.6175
24,0.09597030892968178,0.9825,1.2587565422058105,0.6325
25,0.059481068179011345,0.995,1.359128496646881,0.6325
26,0.04349800337105989,0.99375,1.3354330658912659,0.6625
27,0.034790114257484676,0.995625,1.4238284516334534,0.645
28,0.033026781622320416,0.99625,1.2848011755943298,0.6575
29,0.029868854731321334,0.99625,1.3601970279216766,0.6625
30,0.04193806162104011,0.9925,1.442067437171936,0.6375
31,0.05976075891405344,0.990625,1.5451651406288147,0.5975
32,0.12228536177426577,0.96375,1.7999198007583619,0.575
33,0.2003900282084942,0.944375,2.1912119293212893,0.5475
34,0.30706066340208055,0.9075,1.86363924741745,0.5825
35,0.1495662795752287,0.961875,1.453582365512848,0.615
36,0.058788728564977646,0.988125,1.4549878931045532,0.6275
37,0.045404807161539794,0.9925,1.2213064169883727,0.69
38,0.01645227330736816,0.999375,1.1434310483932495,0.69
39,0.013167902762070298,0.999375,1.301825225353241,0.6475
40,0.01942148957401514,0.995625,1.3216693711280822,0.655
41,0.014289402845315635,0.99875,1.207642481327057,0.68
42,0.010526691069826484,0.99875,1.2716138124465943,0.6875
43,0.0080483259097673,0.999375,1.194641786813736,0.6725
44,0.006508294572122395,1.0,1.2006454157829285,0.69
45,0.0055772605328820645,1.0,1.2164466023445129,0.6925
46,0.0067959251953288915,0.999375,1.3706898951530457,0.6675
47,0.012710478242952376,0.998125,1.3267319548130034,0.7
48,0.028846744145266712,0.995625,1.7674692249298096,0.6125
49,0.041518396600149575,0.989375,1.7310380601882935,0.59
50,0.20545455288141967,0.945625,2.366578516960144,0.5025
