epoch,train_loss,train_acc,test_loss,test_acc
1,3.4295254373550415,0.11375,3.1643658447265626,0.1275
2,2.7113782119750978,0.253125,2.836049966812134,0.215
3,2.3740415668487547,0.319375,2.500140972137451,0.3125
4,2.0988510966300966,0.420625,2.4793092727661135,0.28
5,1.8490587401390075,0.47875,2.2406504726409913,0.38
6,1.5983491802215577,0.559375,2.0445190715789794,0.435
7,1.4189534449577332,0.6075,1.9587110233306886,0.4625
8,1.2565052008628845,0.64125,1.7699101877212524,0.5175
9,1.120076481103897,0.698125,1.8096606349945068,0.5125
10,0.9956644606590271,0.73125,1.7842556285858153,0.5425
11,0.8821030569076538,0.7675,1.612783203125,0.57
12,0.7430380833148956,0.80625,1.584908447265625,0.545
13,0.666821938753128,0.830625,1.5635747528076172,0.5625
14,0.5764551419019699,0.859375,1.5457668972015381,0.5975
15,0.5360531955957413,0.873125,1.8087817764282226,0.5575
16,0.4435401540994644,0.899375,1.6527612113952637,0.6225
17,0.3880975162982941,0.91375,1.390244860649109,0.6225
18,0.3025809922814369,0.94125,1.4004718732833863,0.6425
19,0.34015107065439226,0.9175,1.5015355777740478,0.59
20,0.32662781834602356,0.92625,1.7152657079696656,0.5625
21,0.26799747928977014,0.9475,1.662185912132263,0.5875
22,0.2651152567565441,0.944375,1.5691397857666016,0.6
23,0.24684610113501548,0.945,1.6284137845039368,0.615
24,0.19252706691622734,0.964375,1.642458848953247,0.615
25,0.1475121995061636,0.975,1.5574311590194703,0.625
26,0.13576868742704393,0.9825,1.4604572463035583,0.6675
27,0.13267837703227997,0.98,1.696913013458252,0.61
28,0.12857365734875204,0.978125,1.7126317286491395,0.63
29,0.08937632221728563,0.988125,1.4167479252815247,0.6475
30,0.09845335707068444,0.984375,2.17794481754303,0.55
31,0.12844239093363286,0.974375,1.7265385389328003,0.5725
32,0.12696292992681266,0.97125,1.5493411636352539,0.655
33,0.09664645817130804,0.98125,1.6366512703895568,0.625
34,0.0827344822138548,0.988125,1.565503191947937,0.6425
35,0.07265275869518519,0.98625,1.5647291803359986,0.6225
36,0.09557094622403384,0.979375,1.955311427116394,0.62
37,0.14925808168947696,0.96625,1.9304680585861207,0.5975
38,0.22597899079322814,0.94375,2.210153465270996,0.57
39,0.12378248281776905,0.97375,1.6563182878494263,0.6575
40,0.09250333826988935,0.980625,1.8980906748771667,0.6225
41,0.05690137512981892,0.99125,1.4822029089927673,0.6725
42,0.030383116761222483,0.998125,1.4111333870887757,0.6825
43,0.035125540271401405,0.994375,1.6217893743515015,0.6625
44,0.045711616091430186,0.990625,1.6431627082824707,0.65
45,0.035927383322268726,0.99375,1.5623258543014527,0.665
46,0.019229002511128784,0.99875,1.4417214071750641,0.685
47,0.013473649071529507,1.0,1.4011192798614502,0.6775
48,0.008774654734879732,1.0,1.3697321581840516,0.7
49,0.016030504857189952,0.996875,1.7759234237670898,0.63
50,0.13937737852334975,0.9675,2.385161452293396,0.5725
