epoch,train_loss,train_acc,test_loss,test_acc
1,3.391769289970398,0.114375,3.154399881362915,0.16
2,2.712300615310669,0.245,2.7505083465576172,0.275
3,2.3711780095100403,0.31625,2.801464653015137,0.2625
4,2.0556248736381533,0.4175,2.4626282787323,0.275
5,1.8776715302467346,0.475,2.233508596420288,0.385
6,1.6014108920097352,0.5625,1.9363145923614502,0.5
7,1.4103398847579955,0.61,1.8604106664657594,0.5
8,1.3055363142490386,0.630625,1.7466173458099366,0.51
9,1.1151949238777161,0.7,1.5856295490264893,0.5725
10,1.007032425403595,0.726875,1.7071318912506104,0.52
11,0.8708895337581635,0.769375,1.4201164436340332,0.5925
12,0.8335346972942352,0.774375,1.7557059907913208,0.485
13,0.7571611815690994,0.803125,1.535902934074402,0.575
14,0.652112535238266,0.831875,1.389516396522522,0.575
15,0.6233119183778763,0.84375,1.452918689250946,0.655
16,0.5124645382165909,0.86875,1.2424454927444457,0.655
17,0.4586552679538727,0.895625,1.4266738176345826,0.6225
18,0.4380717122554779,0.884375,1.6858234691619873,0.5575
19,0.43028885960578916,0.884375,1.6875685119628907,0.585
20,0.3711214745044708,0.910625,1.2957307958602906,0.6375
21,0.28061284631490707,0.94,1.3624082374572755,0.63
22,0.3027570915222168,0.924375,1.6926891803741455,0.625
23,0.280087987780571,0.9325,1.2967071533203125,0.65
24,0.25423630207777026,0.939375,1.4039854407310486,0.6525
25,0.2432452391088009,0.944375,1.3579674100875854,0.61
26,0.18182833403348922,0.97,1.4673743343353272,0.6575
27,0.19296974703669548,0.96,1.5108744812011718,0.6275
28,0.15306165404617786,0.975,1.431807336807251,0.6625
29,0.16307830020785333,0.975,1.3675858640670777,0.6675
30,0.18323189184069633,0.95875,1.4647004175186158,0.6425
31,0.13016375787556173,0.9775,1.2208250331878663,0.675
32,0.08933643829077483,0.99125,1.1597611355781554,0.715
33,0.11697298340499401,0.976875,1.6361276507377625,0.5925
34,0.18413519084453583,0.96125,1.8489053964614868,0.5875
35,0.10136589478701354,0.985,1.4626206398010253,0.675
36,0.1190671143680811,0.975,1.7443960618972778,0.625
37,0.0885685382783413,0.985,1.5628707695007324,0.615
38,0.06022944996133447,0.99375,1.2690513706207276,0.7
39,0.05768290400505066,0.989375,1.464580955505371,0.665
40,0.10041334830224515,0.981875,1.6200322103500366,0.635
41,0.12451326359063387,0.9725,1.580856318473816,0.64
42,0.10100465074181557,0.980625,1.6166462421417236,0.6325
43,0.06575357658788562,0.989375,1.3596747827529907,0.6625
44,0.0363548669591546,0.996875,1.2425598001480103,0.69
45,0.0286753006093204,0.9975,1.211399426460266,0.71
46,0.12567053655162452,0.973125,2.41911003112793,0.555
47,0.14595910899341105,0.961875,1.6038209915161132,0.6675
48,0.11664980214089155,0.971875,1.8306409788131714,0.625
49,0.055694280229508876,0.994375,1.4168715453147889,0.6675
50,0.04245872432366014,0.991875,1.4158149218559266,0.7
