epoch,train_loss,train_acc,test_loss,test_acc
1,3.4171604824066164,0.11875,3.0657007026672365,0.185
2,2.6985066080093385,0.25875,3.1827782726287843,0.1675
3,2.3642717218399047,0.338125,2.436210050582886,0.3575
4,2.0812366366386414,0.414375,2.1389389991760255,0.4425
5,1.7785328197479249,0.50375,1.9887166500091553,0.44
6,1.6457002592086791,0.5425,1.926493911743164,0.4575
7,1.3828149509429932,0.61875,2.0199165534973145,0.45
8,1.2346492779254914,0.659375,1.8659830141067504,0.4975
9,1.18046147108078,0.67375,1.8973637866973876,0.4725
10,0.9554473292827607,0.748125,1.60978759765625,0.5175
11,0.7969213098287582,0.793125,2.054777936935425,0.465
12,0.72864371240139,0.815625,1.6716110229492187,0.535
13,0.6750416111946106,0.82,1.4583645534515381,0.5875
14,0.5907994800806046,0.853125,1.545059461593628,0.6
15,0.5486318469047546,0.858125,1.340581350326538,0.6225
16,0.44411491066217423,0.9,1.5524577569961548,0.585
17,0.4400509551167488,0.89375,1.596198434829712,0.5775
18,0.37753828674554823,0.9075,1.3405772042274475,0.64
19,0.3517188793420792,0.9175,1.5121162009239197,0.585
20,0.288538558781147,0.9425,1.3328219985961913,0.6475
21,0.25192683562636375,0.94375,1.3068103384971619,0.6725
22,0.21329063370823861,0.96125,1.4035662579536439,0.6425
23,0.18857755795121192,0.966875,1.3153477334976196,0.645
24,0.17203219324350358,0.97,1.5200595235824585,0.6375
25,0.1690293763577938,0.970625,1.4931439208984374,0.615
26,0.1464625707268715,0.97375,1.363567626476288,0.6325
27,0.16340412147343158,0.966875,1.6993200969696045,0.585
28,0.17341412782669066,0.96625,1.4617420482635497,0.6175
29,0.16235081985592842,0.970625,1.2562411332130432,0.68
30,0.12677298367023468,0.978125,1.5337112331390381,0.6175
31,0.11145864501595497,0.9775,1.4308507585525512,0.655
32,0.10625843916088343,0.981875,1.4776730275154113,0.64
33,0.11197111085057258,0.979375,1.3192224097251892,0.6625
34,0.12664786741137504,0.979375,1.6275045204162597,0.6225
35,0.14226437374949455,0.964375,1.6957306098937988,0.6375
36,0.12385023664683104,0.97125,1.7608336734771728,0.6225
37,0.18434327341616152,0.95125,1.8514341688156128,0.615
38,0.10928070344030857,0.98125,1.4333306932449341,0.64
39,0.07503158956766129,0.989375,1.33937802195549,0.6625
40,0.0740052530169487,0.986875,1.3579527884721756,0.6775
41,0.04262190680019558,0.993125,1.3782673221826554,0.68
42,0.029306087493896484,0.9975,1.260504744052887,0.695
43,0.032545248307287694,0.9975,1.241831886768341,0.685
44,0.027095771078020334,0.99625,1.2564607954025269,0.695
45,0.038980382923036815,0.99375,1.4719729292392731,0.665
46,0.062117249555885795,0.985,1.4766519999504089,0.655
47,0.13516258303076029,0.965,2.2058148860931395,0.55
48,0.12182359237223864,0.969375,1.6185341119766234,0.6425
49,0.08358588950708508,0.980625,1.3240905904769897,0.6575
50,0.10410651799291372,0.9775,2.178935158252716,0.59
