epoch,train_loss,train_acc,test_loss,test_acc
1,3.3978911685943602,0.12375,3.108243131637573,0.155
2,2.6315805673599244,0.263125,2.6611894226074218,0.2775
3,2.246111180782318,0.370625,2.296006088256836,0.3975
4,1.8791041731834413,0.46625,2.2348337364196778,0.375
5,1.6725799942016601,0.530625,1.94664400100708,0.4425
6,1.4280570018291474,0.60625,2.176675281524658,0.3725
7,1.2270047068595886,0.665,1.965936574935913,0.435
8,1.0217441892623902,0.72875,1.6641132020950318,0.5125
9,0.9699919104576111,0.72125,1.7740859985351562,0.5075
10,0.7566946649551392,0.7975,1.9627367782592773,0.4775
11,0.624683410525322,0.8425,1.6191136026382447,0.515
12,0.5838778609037399,0.85625,1.7336111354827881,0.5075
13,0.46695735931396487,0.876875,1.509326844215393,0.585
14,0.38741455078125,0.913125,1.497135043144226,0.58
15,0.3408928543329239,0.9125,1.805053424835205,0.525
16,0.32028031468391416,0.92625,1.6624904727935792,0.545
17,0.2511098846793175,0.951875,1.6305466556549073,0.5575
18,0.18119348138570784,0.964375,1.39083909034729,0.5825
19,0.13491840571165084,0.975625,1.592975664138794,0.5725
20,0.16442675217986108,0.966875,1.6474692344665527,0.56
21,0.1382760477811098,0.97875,1.6604782962799072,0.5875
22,0.12593295745551586,0.98,1.4549988031387329,0.61
23,0.10684459835290909,0.98125,1.6904679203033448,0.59
24,0.07171970896422863,0.9925,1.514402666091919,0.5925
25,0.0430470048263669,0.9975,1.3586275100708007,0.6325
26,0.035184684433043005,0.99875,1.45387770652771,0.6
27,0.02731953725218773,0.998125,1.278756446838379,0.6475
28,0.023150239335373045,0.9975,1.4103650379180908,0.62
29,0.04029154160991311,0.99375,1.5124969959259034,0.6025
30,0.027337369062006473,0.996875,1.640448169708252,0.5725
31,0.11154496096074581,0.97625,1.6388331699371337,0.5725
32,0.21871392138302326,0.938125,2.0575517559051515,0.5475
33,0.22587253004312516,0.941875,2.144471974372864,0.515
34,0.12598978459835053,0.9675,1.6382250928878783,0.585
35,0.07202285312116147,0.986875,1.559356632232666,0.595
36,0.05061518333852291,0.9925,1.5232928276062012,0.63
37,0.020648407069966197,0.999375,1.3633175897598266,0.635
38,0.009336301861330866,1.0,1.3441832208633422,0.645
39,0.007180100018158555,1.0,1.3405037307739258,0.65
40,0.005176290147937834,1.0,1.324632592201233,0.67
41,0.0049210245814174415,1.0,1.3505680656433106,0.65
42,0.004244473748840392,1.0,1.3361114835739136,0.665
43,0.0033838200569152833,1.0,1.3080070447921752,0.655
44,0.004056432778015733,1.0,1.2786177206039429,0.66
45,0.0037223457300569864,1.0,1.3547372436523437,0.6425
46,0.005083942767232657,1.0,1.3553725337982179,0.6425
47,0.008246954102069139,0.999375,1.4404237914085387,0.645
48,0.004446847401559353,1.0,1.329651792049408,0.65
49,0.0036595957563258707,1.0,1.337754144668579,0.65
50,0.002718534099403769,1.0,1.3170189452171326,0.655
